Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
Hmia_98149481-catl1-8;Xboc_model_3134,6.029543106676286e-06,2.8129470163870646e-84,Hmia_98003120-rb22a;Xboc_model_1355,1.2470113335085871e-05,0.0,Hmia_98023934-cbr1-4;Xboc_model_2527,9.662586163156125e-36,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98016243-calm-12;Xboc_model_8500,6.045992181042043e-45,6.228891484178966e-36,Hmia_98000485-pinx1;Xboc_model_7741,0.0002523123415841627,6.51169778471939e-11,Hmia_98035404-m3k11;Xboc_model_7196,0.00029846715338014584,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98115726-cats-2;Xboc_model_1141,5.3032996718381164e-108,1.2845821361537508e-78,Hmia_98020832-actb-3;Xboc_model_12571,0.0,2.855892798476644e-05,Hmia_98058043-hsp7c-2;Xboc_model_2621,1.935306093535325e-33,1.72474669325055e-14,,,,,,,,,,,,,,,,,,,Hmia_98056491-prkx;Xboc_model_1171,1.2789887039736403e-27,7.862991685456068e-05,Hmia_98056336-hs105-2;Xboc_model_6180,6.938934087412076e-07,2.5420754414989497e-14,Hmia_98002388-ks6a2;Xboc_model_7196,0.00042008723692953136,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98018892-cp1a1;Xboc_model_10373,3.7012284555529075e-69,9.358886614609652e-07,Hmia_98035052-rab7a-5;Xboc_model_12458,1.8087580757047856e-226,2.5934002757905127e-05,Hmia_98035052-rab7a-5;Xboc_model_1569,3.8368750183460216e-07,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,Hmia_98048751-ankr6-2;Xboc_model_4573,1.2331721006352243e-45,0.0030769008792335315,Hmia_98023967-tbl3;Xboc_model_1695,0.002590642975510205,2.04199455659363e-05,Hmia_98009846-stk38-2;Xboc_model_7196,0.00013357190029634632,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98014516-rhoa;Xboc_model_13642,9.433090454228773e-290,0.007260861795169282,Hmia_98044065-gbrl2;Xboc_model_11759,5.423284275745488e-250,4.784971148853643e-07,Hmia_98035775-rab1a-4;Xboc_model_467,2.334174714818361e-11,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,Hmia_98004405-g3p;Xboc_model_14026,1.7334935899223637e-158,1.588241279388913e-13,Hmia_98112209-tctp;Xboc_model_6121,1.014888268818002e-65,0.005698442785326519,Hmia_98105657-kcc4;Xboc_model_7196,0.00043980224591427347,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98142961-st1a2-2;Xboc_model_130,3.211399753113723e-46,1.7281550279430218e-07,Hmia_98014516-rhoa;Xboc_model_13642,9.433090454228773e-290,9.589828273052254e-10,Hmia_98019011-elf2;Xboc_model_10506,2.05800291675533e-07,0.0010763975026762008,,,,,,,,,,,,,,,,,,,Hmia_98025953-calm-21;Xboc_model_3275,0.0061817476442227,2.0922962519175227e-124,Hmia_98049609-ddx55;Xboc_model_6897,0.00823517168134552,3.2526195121831026e-32,Hmia_98006231-kpce;Xboc_model_7196,0.00011237797020186681,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98053145-cp2j2-11;Xboc_model_10373,2.1202546230327392e-36,9.358886614609652e-07,Hmia_98025876-acbd5;Xboc_model_7353,1.8335819495497134e-68,1.3965823304734238e-44,Hmia_98002053-arp3b;Xboc_model_12571,6.73174675533191e-14,2.855892798476644e-05,,,,,,,,,,,,,,,,,,,Hmia_98117299-ncam1-2;Xboc_model_3472,6.339040967407354e-09,6.698887428809847e-24,Hmia_98111111-rs21;Xboc_model_12600,4.2843436981670795e-08,0.004594465394812061,Hmia_98052481-pak6;Xboc_model_7196,0.00203516820491444,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98006338-rnt2;Xboc_model_12318,1.623602096463892e-155,0.006573294549591603,Hmia_98039646-rab38-2;Xboc_model_1569,3.83193861326896e-121,2.282364857068167e-18,Hmia_98043706-grp75;Xboc_model_2621,2.110467854677045e-08,1.72474669325055e-14,,,,,,,,,,,,,,,,,,,Hmia_98047352-ephb1-5;Xboc_model_3472,8.445773875682043e-14,6.698887428809847e-24,Hmia_98024453-rac1-2;Xboc_model_8346,0.007404147292409882,0.00886988120017439,Hmia_98120590-tbb2a-3;Xboc_model_10642,0.007239405764518181,9.364716822518466e-24,,,,,,,,,,,,,,,
Hmia_98009883-rab7a-2;Xboc_model_13642,4.1309118990555884e-33,0.007260861795169282,Hmia_98032910-lipg-4;Xboc_model_10628,6.270779766650022e-33,6.878093582555202e-17,Hmia_98014209-rab8b;Xboc_model_12458,8.16422225867559e-14,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,Hmia_98035404-m3k11;Xboc_model_3472,4.572286405779688e-10,6.698887428809847e-24,,,,Hmia_98040162-ephb1-4;Xboc_model_7196,0.0032117430690170082,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98036705-coro6-2;Xboc_model_3534,2.4895348538894478e-272,0.0021325114772989123,Hmia_98013391-rb11a-2;Xboc_model_1355,1.224920949636723e-07,0.0,Hmia_98035775-rab1a-4;Xboc_model_8173,2.334174714818361e-11,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,Hmia_98035146-bmp7;Xboc_model_13822,1.4689888509380743e-64,0.0001590215695856031,,,,Hmia_98051498-pak3-2;Xboc_model_7196,0.007383246195328151,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98131552-pld4;Xboc_model_14174,1.820418644178681e-120,0.004486500523854156,Hmia_98054320-snx2;Xboc_model_9335,2.150081626006233e-67,1.5409422038130765e-11,Hmia_98017571-anr12;Xboc_model_8522,3.999173714662853e-11,1.9584971616032846e-07,,,,,,,,,,,,,,,,,,,Hmia_98027068-kgp1-2;Xboc_model_3472,1.1278185562101222e-09,6.698887428809847e-24,,,,Hmia_98004895-snrk;Xboc_model_7196,0.004795842594740966,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98000829-dhrs1;Xboc_model_14128,1.6558610950361436e-171,0.0015870180599781465,Hmia_98010726-rab1a-2;Xboc_model_13512,1.3818502996310396e-18,1.2065785327359145e-33,Hmia_98034432-rac3-2;Xboc_model_467,0.00014962100158153914,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,Hmia_98041198-ablm1-2;Xboc_model_2562,9.70099047029762e-248,0.001863787928130152,,,,Hmia_98158530-ulk3;Xboc_model_7196,0.006809653832205249,0.0064501591747413035,,,,,,,,,,,,,,,
Hmia_98044888-cp2c8-6;Xboc_model_10373,8.166199719913918e-14,9.358886614609652e-07,Hmia_98047132-rab14-3;Xboc_model_1355,1.99146442591998e-12,0.0,Hmia_98041139-rab1a-5;Xboc_model_12458,0.007332169846902753,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,Hmia_98027716-calm-23;Xboc_model_10723,0.00041922161610949014,9.56033745188019e-78,,,,Hmia_98120590-tbb2a-3;Xboc_model_13686,0.007239405764518181,4.0785853822522106e-13,,,,,,,,,,,,,,,
Hmia_98010726-rab1a-2;Xboc_model_13642,1.3818502996310396e-18,0.007260861795169282,Hmia_98008143-rb22a-2;Xboc_model_13512,3.734945727092012e-17,1.2065785327359145e-33,Hmia_98034432-rac3-2;Xboc_model_8173,0.00014962100158153914,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,Hmia_98002616-cskp;Xboc_model_3472,1.3499893825445225e-10,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98008143-rb22a-2;Xboc_model_13642,3.734945727092012e-17,0.007260861795169282,Hmia_98011065-lipg-2;Xboc_model_10628,5.839170598963826e-30,6.878093582555202e-17,Hmia_98018840-ef2;Xboc_model_9285,5.14079243376657e-06,2.5031434360680365e-28,,,,,,,,,,,,,,,,,,,Hmia_98025684-enob;Xboc_model_3919,2.4204035208534653e-77,1.578461499979818e-09,,,,,,,,,,,,,,,,,,,,,
Hmia_98028495-ppt1;Xboc_model_9487,2.3477686641566644e-69,0.0015176420248306517,Hmia_98014209-rab8b;Xboc_model_1355,1.0482484246070624e-11,0.0,Hmia_98035775-rab1a-4;Xboc_model_12458,2.334174714818361e-11,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,Hmia_98048751-ankr6-2;Xboc_model_3135,1.2331721006352243e-45,0.0005545512689794078,,,,,,,,,,,,,,,,,,,,,
Hmia_98059340-gapr1-10;Xboc_model_4956,8.290109486799534e-30,1.6702772953790595e-26,Hmia_98034973-rab9a;Xboc_model_13512,1.0592937402991434e-15,1.2065785327359145e-33,Hmia_98007714-pcy1a;Xboc_model_9896,2.475397954931859e-13,0.00062153449909259,,,,,,,,,,,,,,,,,,,Hmia_98003606-mk03;Xboc_model_3472,2.6177535744939678e-08,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98024488-st1c4-3;Xboc_model_130,1.1779951614170414e-23,1.7281550279430218e-07,Hmia_98145950-vatl-3;Xboc_model_1187,0.0,1.72795957155589e-05,Hmia_98027561-arf1-6;Xboc_model_8173,0.00018048447395717135,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,Hmia_98014365-robo1-2;Xboc_model_3471,3.7082975531927345e-09,2.0297186317762427e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98046645-rb11b;Xboc_model_13642,7.006985829843248e-24,0.007260861795169282,Hmia_98051047-rdh13-4;Xboc_model_13060,9.231453020636461e-27,5.186352194550093e-22,Hmia_98029106-ef1b;Xboc_model_1152,3.1845056714531323e-68,0.0009705970229073985,,,,,,,,,,,,,,,,,,,Hmia_98006231-kpce;Xboc_model_1171,1.778395839753703e-20,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98051248-gstm4;Xboc_model_5858,1.2920145813000478e-10,2.892597877629018e-20,Hmia_98037220-tba1c;Xboc_model_238,3.263709376492876e-39,1.0389984031637468e-45,Hmia_98039854-ub2l3;Xboc_model_4041,1.0243078753443696e-08,0.003039832903954797,,,,,,,,,,,,,,,,,,,Hmia_98040521-kapcb;Xboc_model_3472,6.607599279935296e-09,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98009757-dhrs1-2;Xboc_model_14128,5.787441683678502e-103,0.0015870180599781465,Hmia_98049508-frih;Xboc_model_13555,7.7208630522901875e-236,7.944194327148512e-48,Hmia_98035052-rab7a-5;Xboc_model_467,3.8368750183460216e-07,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,Hmia_98025953-calm-21;Xboc_model_10723,0.0061817476442227,9.56033745188019e-78,,,,,,,,,,,,,,,,,,,,,
Hmia_98051248-gstm4;Xboc_model_4664,1.2920145813000478e-10,1.754287794688892e-21,Hmia_98149533-rhoc-5;Xboc_model_13512,1.0670175772004439e-14,1.2065785327359145e-33,Hmia_98034432-rac3-2;Xboc_model_12458,0.00014962100158153914,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,Hmia_98055837-mast1;Xboc_model_1171,3.349263920037549e-27,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98115726-cats-2;Xboc_model_3134,5.3032996718381164e-108,2.8129470163870646e-84,Hmia_98007547-rab15;Xboc_model_1569,1.1606882582678007e-34,2.282364857068167e-18,Hmia_98044065-gbrl2;Xboc_model_11759,1.3272242462553608e-11,4.784971148853643e-07,,,,,,,,,,,,,,,,,,,Hmia_98051778-cdk14;Xboc_model_3472,1.0752127245394855e-07,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98149533-rhoc-5;Xboc_model_13642,1.0670175772004439e-14,0.007260861795169282,Hmia_98016033-lipg-3;Xboc_model_10628,9.63098483769883e-25,6.878093582555202e-17,Hmia_98000261-vatl;Xboc_model_1187,0.0005135485787722583,1.72795957155589e-05,,,,,,,,,,,,,,,,,,,Hmia_98006571-tagl3;Xboc_model_3122,8.53947548255796e-05,3.865586587494576e-13,,,,,,,,,,,,,,,,,,,,,
Hmia_98133632-cp2c8-9;Xboc_model_10373,1.8855076240852798e-13,9.358886614609652e-07,Hmia_98009883-rab7a-2;Xboc_model_2535,4.1309118990555884e-33,1.7205634007029072e-19,Hmia_98035052-rab7a-5;Xboc_model_8173,3.8368750183460216e-07,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,Hmia_98006945-titin;Xboc_model_8560,1.0843664118446229e-06,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98034973-rab9a;Xboc_model_13642,1.0592937402991434e-15,0.007260861795169282,Hmia_98009883-rab7a-2;Xboc_model_1569,4.1309118990555884e-33,2.282364857068167e-18,Hmia_98051112-gstm1;Xboc_model_4664,1.792332732319362e-09,0.00014209721254334639,,,,,,,,,,,,,,,,,,,Hmia_98014365-robo1-2;Xboc_model_8560,3.7082975531927345e-09,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98012935-cp2j2-2;Xboc_model_10373,1.322261498687035e-07,9.358886614609652e-07,Hmia_98046645-rb11b;Xboc_model_2535,7.006985829843248e-24,1.7205634007029072e-19,Hmia_98049880-sar1a;Xboc_model_9052,8.46903577256639e-08,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,Hmia_98016489-musk;Xboc_model_3472,5.461653701824646e-08,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98149481-catl1-8;Xboc_model_765,6.029543106676286e-06,0.004227568209025072,Hmia_98035791-arf6-2;Xboc_model_1569,7.62854584360531e-24,2.282364857068167e-18,Hmia_98038057-hs90a;Xboc_model_2338,3.2315609465584903e-25,2.7847822444963172e-14,,,,,,,,,,,,,,,,,,,Hmia_98051498-pak3-2;Xboc_model_1171,5.26949772055562e-16,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98034727-sept7;Xboc_model_2607,7.960050718026982e-52,0.0019445082460639732,Hmia_98046645-rb11b;Xboc_model_1569,7.006985829843248e-24,2.282364857068167e-18,Hmia_98049880-sar1a;Xboc_model_8599,8.46903577256639e-08,0.002273447294832374,,,,,,,,,,,,,,,,,,,Hmia_98031930-stk3;Xboc_model_3472,8.312285519905883e-07,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98149481-catl1-8;Xboc_model_9965,6.029543106676286e-06,1.3637429210934938e-16,Hmia_98035775-rab1a-4;Xboc_model_1355,4.590033173572875e-07,0.0,Hmia_98027561-arf1-6;Xboc_model_9052,0.00018048447395717135,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,Hmia_98049991-anr50;Xboc_model_4573,2.2645223780816916e-26,0.0030769008792335315,,,,,,,,,,,,,,,,,,,,,
Hmia_98011343-cp2c8-3;Xboc_model_10373,2.523701560905864e-12,9.358886614609652e-07,Hmia_98033721-rab7l-2;Xboc_model_1569,3.534881733871555e-26,2.282364857068167e-18,Hmia_98008216-arf3;Xboc_model_8599,2.8351910874650585e-08,0.002273447294832374,,,,,,,,,,,,,,,,,,,Hmia_98161740-mypt1;Xboc_model_3135,8.254204644893092e-34,0.0005545512689794078,,,,,,,,,,,,,,,,,,,,,
Hmia_98035791-arf6-2;Xboc_model_6086,7.62854584360531e-24,0.00864623769360327,Hmia_98002053-arp3b;Xboc_model_7642,6.719562441185892e-25,0.0,Hmia_98056652-ks6b1;Xboc_model_11408,2.6603423959451416e-13,0.003719125105582403,,,,,,,,,,,,,,,,,,,Hmia_98055679-m4k4;Xboc_model_3472,3.5302574130319377e-06,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98002564-grn;Xboc_model_7725,1.8566896066042265e-16,6.77600088057766e-08,Hmia_98049351-yqk1-2;Xboc_model_8361,6.296038105197322e-11,2.2901621143064663e-61,Hmia_98026758-ets2;Xboc_model_10506,4.594551814602238e-06,0.0010763975026762008,,,,,,,,,,,,,,,,,,,Hmia_98117299-ncam1-2;Xboc_model_3471,6.339040967407354e-09,2.0297186317762427e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98017366-rab5c;Xboc_model_13642,7.397327542033779e-37,0.007260861795169282,Hmia_98019307-rab1a-3;Xboc_model_467,1.7917934749966208e-83,7.630300053979059e-06,Hmia_98027561-arf1-6;Xboc_model_8599,0.00018048447395717135,0.002273447294832374,,,,,,,,,,,,,,,,,,,Hmia_98002388-ks6a2;Xboc_model_3472,2.030379743314361e-05,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98049838-st1c4-6;Xboc_model_130,1.9318977763510273e-24,1.7281550279430218e-07,Hmia_98024975-akt2;Xboc_model_11239,9.027381387546892e-61,3.4144579793424866e-15,Hmia_98035052-rab7a-5;Xboc_model_12458,3.8368750183460216e-07,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,Hmia_98045626-kgp1-3;Xboc_model_1171,2.190429920168235e-15,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98010726-rab1a-2;Xboc_model_8346,1.3818502996310396e-18,0.0005603106068072917,Hmia_98019307-rab1a-3;Xboc_model_8173,1.7917934749966208e-83,2.4710118100555654e-05,Hmia_98039832-cbr1-6;Xboc_model_2527,9.704834790854982e-07,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98022269-glyg;Xboc_model_11185,9.558343070736191e-45,0.0016594011206976019,,,,,,,,,,,,,,,,,,,,,
Hmia_98006062-cp2u1;Xboc_model_10373,1.019252772412618e-05,9.358886614609652e-07,Hmia_98115726-cats-2;Xboc_model_765,5.3032996718381164e-108,1.520029210761e-310,Hmia_98003406-arf1-2;Xboc_model_8599,2.2871901360290405e-17,0.002273447294832374,,,,,,,,,,,,,,,,,,,Hmia_98117299-ncam1-2;Xboc_model_8560,6.339040967407354e-09,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98003120-rb22a;Xboc_model_13642,1.2470113335085871e-05,0.007260861795169282,Hmia_98111638-dcxr-9;Xboc_model_13060,1.5318480074953794e-22,5.186352194550093e-22,Hmia_98045626-kgp1-3;Xboc_model_11408,1.3423575779972466e-08,0.003719125105582403,,,,,,,,,,,,,,,,,,,Hmia_98057954-kalrn;Xboc_model_3472,4.752388223771361e-05,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98001382-st1c2;Xboc_model_130,3.0662842115463614e-06,1.7281550279430218e-07,Hmia_98014516-rhoa;Xboc_model_467,9.433090454228773e-290,7.630300053979059e-06,Hmia_98039854-ub2l3;Xboc_model_12070,1.0243078753443696e-08,0.00021701252451106635,,,,,,,,,,,,,,,,,,,Hmia_98008221-taok1;Xboc_model_3472,6.192360393366544e-05,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98008143-rb22a-2;Xboc_model_8346,3.734945727092012e-17,0.0005603106068072917,Hmia_98115726-cats-2;Xboc_model_3134,5.3032996718381164e-108,0.0,Hmia_98018124-gstm3;Xboc_model_4664,0.00022329364272513012,0.00014209721254334639,,,,,,,,,,,,,,,,,,,Hmia_98115860-mp2k6-3;Xboc_model_3472,0.00012873471416017246,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98048044-cdc42-5;Xboc_model_13642,2.3577743795032996e-27,0.007260861795169282,Hmia_98014516-rhoa;Xboc_model_8173,9.433090454228773e-290,2.4710118100555654e-05,Hmia_98022014-ef1d;Xboc_model_1152,7.853737291186051e-05,0.0009705970229073985,,,,,,,,,,,,,,,,,,,Hmia_98036040-lrig3;Xboc_model_8560,1.7595722497954718e-10,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98004185-calr;Xboc_model_13035,6.308851602081835e-112,0.0024575259662806066,Hmia_98031468-rab7l;Xboc_model_1355,0.00170590100608773,0.0,Hmia_98006326-cgat2;Xboc_model_1773,0.0008526152447944386,5.592505862052341e-05,,,,,,,,,,,,,,,,,,,Hmia_98035404-m3k11;Xboc_model_1171,4.572286405779688e-10,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98003298-rb11a;Xboc_model_13642,3.080739659831879e-08,0.007260861795169282,Hmia_98019307-rab1a-3;Xboc_model_12458,1.7917934749966208e-83,2.5934002757905127e-05,Hmia_98048556-hsdl2;Xboc_model_2527,7.047169588860748e-06,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98018215-igs10;Xboc_model_3472,1.3978668079845792e-06,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98105484-gstm4-2;Xboc_model_5858,0.000689160519308535,2.892597877629018e-20,Hmia_98010726-rab1a-2;Xboc_model_2535,1.3818502996310396e-18,1.7205634007029072e-19,Hmia_98052255-dhb12-4;Xboc_model_2527,0.0002447992282970978,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98027068-kgp1-2;Xboc_model_1171,1.1278185562101222e-09,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98048768-cp2u1-9;Xboc_model_10373,8.561240597552761e-07,9.358886614609652e-07,Hmia_98009883-rab7a-2;Xboc_model_13642,4.1309118990555884e-33,9.589828273052254e-10,Hmia_98158972-dcxr-14;Xboc_model_2527,4.373422309643327e-05,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98025211-ror1;Xboc_model_1171,3.278887131573104e-10,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98105484-gstm4-2;Xboc_model_4664,0.000689160519308535,1.754287794688892e-21,Hmia_98016404-mvp;Xboc_model_12075,8.479158817045824e-235,3.3249174813225594e-13,Hmia_98051820-kcc2d-2;Xboc_model_11408,0.00017985551941784755,0.003719125105582403,,,,,,,,,,,,,,,,,,,Hmia_98002616-cskp;Xboc_model_1171,1.3499893825445225e-10,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98102803-cp2c8-7;Xboc_model_10373,0.00016348159335536583,9.358886614609652e-07,Hmia_98010726-rab1a-2;Xboc_model_1569,1.3818502996310396e-18,2.282364857068167e-18,Hmia_98025909-sap3-4;Xboc_model_5001,0.0006455918651217259,3.8628170591428075e-22,,,,,,,,,,,,,,,,,,,Hmia_98027716-calm-23;Xboc_model_8500,0.00041922161610949014,6.228891484178966e-36,,,,,,,,,,,,,,,,,,,,,
Hmia_98039854-ub2l3;Xboc_model_4041,6.373464770198187e-49,5.373780247781736e-06,Hmia_98014516-rhoa;Xboc_model_12458,9.433090454228773e-290,2.5934002757905127e-05,Hmia_98023092-stx12-2;Xboc_model_9364,2.2568415792125613e-10,0.00693941931707539,,,,,,,,,,,,,,,,,,,Hmia_98003606-mk03;Xboc_model_1171,2.6177535744939678e-08,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98052357-grn-4;Xboc_model_7725,2.86956652773121e-13,6.77600088057766e-08,Hmia_98132122-rdh12-4;Xboc_model_13060,1.3742918466639407e-13,5.186352194550093e-22,Hmia_98048352-dhb12-3;Xboc_model_2527,0.006971481488778542,0.004987711656325949,,,,,,,,,,,,,,,,,,,Hmia_98005752-foxc2;Xboc_model_12149,8.380599302827438e-14,0.001059435980346698,,,,,,,,,,,,,,,,,,,,,
Hmia_98049511-st1c2-6;Xboc_model_130,3.057176497627505e-07,1.7281550279430218e-07,Hmia_98008143-rb22a-2;Xboc_model_2535,3.734945727092012e-17,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,Hmia_98023651-fak1;Xboc_model_3472,0.00332733598597248,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98013391-rb11a-2;Xboc_model_13642,1.224920949636723e-07,0.007260861795169282,Hmia_98046645-rb11b;Xboc_model_13642,7.006985829843248e-24,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,Hmia_98040521-kapcb;Xboc_model_1171,6.607599279935296e-09,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98002053-arp3b;Xboc_model_7642,6.719562441185892e-25,1.7192094869354313e-55,Hmia_98016620-snx12;Xboc_model_9335,4.4598626829131663e-104,1.5409422038130765e-11,,,,,,,,,,,,,,,,,,,,,,Hmia_98041503-anr29;Xboc_model_4573,3.100352085432214e-07,0.0030769008792335315,,,,,,,,,,,,,,,,,,,,,
Hmia_98013750-cp2u1-2;Xboc_model_10373,0.001844962441707347,9.358886614609652e-07,Hmia_98008143-rb22a-2;Xboc_model_1569,3.734945727092012e-17,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,Hmia_98025953-calm-21;Xboc_model_8500,0.0061817476442227,6.228891484178966e-36,,,,,,,,,,,,,,,,,,,,,
Hmia_98149533-rhoc-5;Xboc_model_8346,1.0670175772004439e-14,0.0005603106068072917,Hmia_98034973-rab9a;Xboc_model_2535,1.0592937402991434e-15,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,Hmia_98026901-mapk2;Xboc_model_3472,0.0011078457295425573,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
