Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Nvec_cnidocyte;Xboc_SECRETORY_EPITHELIIUM_4_pval2,Nvec_digestive_filaments;Xboc_GUT,Nvec_digestive_filaments;Xboc_GUT_pval1,Nvec_digestive_filaments;Xboc_GUT_pval2,Nvec_epidermis;Xboc_GUT,Nvec_epidermis;Xboc_GUT_pval1,Nvec_epidermis;Xboc_GUT_pval2,Nvec_gastrodermis;Xboc_EPIDERMIS,Nvec_gastrodermis;Xboc_EPIDERMIS_pval1,Nvec_gastrodermis;Xboc_EPIDERMIS_pval2,Nvec_gastrodermis;Xboc_GUT,Nvec_gastrodermis;Xboc_GUT_pval1,Nvec_gastrodermis;Xboc_GUT_pval2,Nvec_gastrodermis;Xboc_MUSCLE,Nvec_gastrodermis;Xboc_MUSCLE_pval1,Nvec_gastrodermis;Xboc_MUSCLE_pval2,Nvec_gland;Xboc_GLAND1,Nvec_gland;Xboc_GLAND1_pval1,Nvec_gland;Xboc_GLAND1_pval2,Nvec_gland;Xboc_GLAND3,Nvec_gland;Xboc_GLAND3_pval1,Nvec_gland;Xboc_GLAND3_pval2,Nvec_gland;Xboc_GLAND4,Nvec_gland;Xboc_GLAND4_pval1,Nvec_gland;Xboc_GLAND4_pval2,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Nvec_gland;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Nvec_muscle;Xboc_MUSCLE,Nvec_muscle;Xboc_MUSCLE_pval1,Nvec_muscle;Xboc_MUSCLE_pval2,Nvec_nan;Xboc_EPIDERMIS,Nvec_nan;Xboc_EPIDERMIS_pval1,Nvec_nan;Xboc_EPIDERMIS_pval2,Nvec_nan;Xboc_MUSCLE,Nvec_nan;Xboc_MUSCLE_pval1,Nvec_nan;Xboc_MUSCLE_pval2,Nvec_nan;Xboc_unk5,Nvec_nan;Xboc_unk5_pval1,Nvec_nan;Xboc_unk5_pval2,Nvec_nan;Xboc_unk6,Nvec_nan;Xboc_unk6_pval1,Nvec_nan;Xboc_unk6_pval2,Nvec_nan;Xboc_unk7,Nvec_nan;Xboc_unk7_pval1,Nvec_nan;Xboc_unk7_pval2,Nvec_neuron;Xboc_CILIATED_CELLS,Nvec_neuron;Xboc_CILIATED_CELLS_pval1,Nvec_neuron;Xboc_CILIATED_CELLS_pval2,Nvec_neuron;Xboc_EXCRETORY,Nvec_neuron;Xboc_EXCRETORY_pval1,Nvec_neuron;Xboc_EXCRETORY_pval2,Nvec_neuron;Xboc_GLAND2,Nvec_neuron;Xboc_GLAND2_pval1,Nvec_neuron;Xboc_GLAND2_pval2,Nvec_neuron;Xboc_MUSCLE-LIKE,Nvec_neuron;Xboc_MUSCLE-LIKE_pval1,Nvec_neuron;Xboc_MUSCLE-LIKE_pval2,Nvec_neuron;Xboc_NEURON,Nvec_neuron;Xboc_NEURON_pval1,Nvec_neuron;Xboc_NEURON_pval2,Nvec_neuron;Xboc_PHARYNGEAL,Nvec_neuron;Xboc_PHARYNGEAL_pval1,Nvec_neuron;Xboc_PHARYNGEAL_pval2,Nvec_neuron;Xboc_PIGMENT,Nvec_neuron;Xboc_PIGMENT_pval1,Nvec_neuron;Xboc_PIGMENT_pval2,Nvec_neuron;Xboc_unk1,Nvec_neuron;Xboc_unk1_pval1,Nvec_neuron;Xboc_unk1_pval2,Nvec_neuron;Xboc_unk3,Nvec_neuron;Xboc_unk3_pval1,Nvec_neuron;Xboc_unk3_pval2,Nvec_neuron;Xboc_unk4,Nvec_neuron;Xboc_unk4_pval1,Nvec_neuron;Xboc_unk4_pval2,Nvec_neuron;Xboc_unk8,Nvec_neuron;Xboc_unk8_pval1,Nvec_neuron;Xboc_unk8_pval2,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Nvec_precursors;Xboc_SECRETORY_EPITHELIIUM_4_pval2,Nvec_precursors;Xboc_unk2,Nvec_precursors;Xboc_unk2_pval1,Nvec_precursors;Xboc_unk2_pval2,Nvec_precursors;Xboc_unk9,Nvec_precursors;Xboc_unk9_pval1,Nvec_precursors;Xboc_unk9_pval2
,,,,,,Nvec_v1g238120;Xboc_model_5495,0.004311116823625452,0.004601721781436439,,,,Nvec_v1g237425;Xboc_model_92,1.2438093569895471e-61,0.0031676913335369093,Nvec_v1g219557;Xboc_model_1152,1.024378076316939e-11,0.0009705970229073985,Nvec_v1g127140;Xboc_model_7560,3.993182001433816e-07,3.177446054949731e-08,Nvec_v1g124911;Xboc_model_10349,7.044215679154291e-06,2.3742704574553795e-06,,,,,,,,,,Nvec_v1g80596;Xboc_model_8560,2.566976120701466e-12,6.153827615978531e-07,Nvec_v1g237586;Xboc_model_4701,1.2701365436251532e-05,1.86317793944686e-08,Nvec_v1g204676;Xboc_model_826,2.502017432869921e-05,3.8751522289510356e-05,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g98301;Xboc_model_12551,2.2167527366021244e-05,0.0028732955937372105,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g94285;Xboc_model_10851,6.16723509076709e-82,6.771730600766793e-13
,,,,,,Nvec_v1g210933;Xboc_model_12571,3.095391091259995e-05,2.855892798476644e-05,,,,Nvec_v1g216187;Xboc_model_4664,0.0002220339279054799,1.754287794688892e-21,Nvec_v1g216187;Xboc_model_4664,0.0002220339279054799,0.00014209721254334639,Nvec_v1g80630;Xboc_model_3471,3.5841949254985825e-05,2.0297186317762427e-07,Nvec_v1g199428;Xboc_model_12910,8.995965831470935e-10,0.00015429704646306757,,,,,,,,,,Nvec_v1g81066;Xboc_model_8560,8.395997377840176e-05,6.153827615978531e-07,Nvec_v1g181408;Xboc_model_11218,0.0008170825765665011,7.730482529222227e-05,Nvec_v1g169502;Xboc_model_214,4.559547666542789e-14,0.007863395628110705,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g234521;Xboc_model_13686,1.1527435814449788e-08,4.0785853822522106e-13,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g165664;Xboc_model_13269,8.764095544134759e-57,1.4689378779229747e-22
,,,,,,Nvec_NVE9113;Xboc_model_12571,0.005095895297177311,2.855892798476644e-05,,,,Nvec_v1g190019;Xboc_model_3134,8.189088861565475e-05,2.8129470163870646e-84,Nvec_v1g29735;Xboc_g3183,0.0003296904571282954,2.3313058650318956e-07,Nvec_v1g80596;Xboc_model_3472,0.0016765458084819957,6.698887428809847e-24,Nvec_v1g105779;Xboc_model_3298,4.6745460784266255e-06,1.4726508432856957e-12,,,,,,,,,,Nvec_NVE13916;Xboc_model_2562,1.804828402607101e-61,0.001863787928130152,Nvec_v1g219557;Xboc_model_12651,0.0021358810271876138,3.608294529253197e-05,Nvec_v1g169611;Xboc_model_8631,2.8997026964935623e-07,0.0022512946066038397,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g85009;Xboc_model_339,0.0013752468387488524,0.0004986440248885667,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g247521;Xboc_model_3852,3.5377017302219317e-41,1.6340659561873633e-23
,,,,,,Nvec_v1g242285;Xboc_model_9052,0.0007447866006169634,4.7808947368786704e-05,,,,Nvec_v1g187690;Xboc_model_1360,1.4325381833573048e-07,7.404246935643952e-05,Nvec_v1g217427;Xboc_model_2527,0.0008462177970046246,0.004987711656325949,Nvec_v1g61545;Xboc_model_1171,5.0770732891412595e-21,7.862991685456068e-05,Nvec_v1g124772;Xboc_model_3802,2.499068980273192e-06,0.00015345564563535138,,,,,,,,,,Nvec_v1g120257;Xboc_model_3472,1.1026229866433732e-06,6.698887428809847e-24,Nvec_v1g234893;Xboc_model_5181,0.0010432773367625536,0.00028951312299206714,Nvec_v1g123261;Xboc_model_5556,0.007139201845328869,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g213429;Xboc_model_13686,0.001552586759646738,4.0785853822522106e-13,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g188999;Xboc_model_72,6.469228114262823e-14,7.208578832812358e-33
,,,,,,Nvec_v1g175341;Xboc_model_13555,0.0022620347559197886,7.944194327148512e-48,,,,Nvec_v1g219557;Xboc_model_12651,1.024378076316939e-11,3.608294529253197e-05,Nvec_v1g113255;Xboc_model_4664,0.007832320959359842,0.00014209721254334639,Nvec_v1g185681;Xboc_model_5791,2.493946556433197e-58,8.579774878697847e-16,Nvec_v1g124911;Xboc_model_3802,7.044215679154291e-06,0.00015345564563535138,,,,,,,,,,Nvec_v1g244220;Xboc_model_3122,2.221781696850165e-11,3.865586587494576e-13,Nvec_NVE9113;Xboc_model_7642,0.004181153475176742,1.7192094869354313e-55,Nvec_v1g98476;Xboc_model_2562,0.00022967669992988342,0.001863787928130152,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g233029;Xboc_model_7510,0.001702188754167061,3.4046243244146294e-05,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g237468;Xboc_model_13262,4.8378715006307274e-39,2.4542253494452223e-19
,,,,,,,,,,,,Nvec_v1g117697;Xboc_model_9965,1.1989811727191866e-05,1.3637429210934938e-16,Nvec_v1g160897;Xboc_model_2527,0.0009956489635419565,0.004987711656325949,Nvec_v1g221793;Xboc_model_7560,1.065430662172405e-05,3.177446054949731e-08,Nvec_v1g140545;Xboc_model_3312,0.0005814044364887051,7.820818334740014e-13,,,,,,,,,,Nvec_v1g120257;Xboc_model_1171,1.1026229866433732e-06,7.862991685456068e-05,Nvec_v1g161196;Xboc_model_6377,1.7312197325806168e-06,2.8714304411662327e-06,Nvec_v1g208427;Xboc_model_5556,0.000489961065389918,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g247980;Xboc_model_10359,0.009188948601262322,7.692462939934532e-05,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g231164;Xboc_model_3404,2.0601300990012118e-05,5.461041467575923e-56
,,,,,,,,,,,,Nvec_v1g240738;Xboc_model_9374,3.9052434933858804e-36,0.0013717160783153295,,,,Nvec_v1g80630;Xboc_model_5689,3.5841949254985825e-05,6.043363759954734e-06,Nvec_v1g199428;Xboc_model_10349,8.995965831470935e-10,2.3742704574553795e-06,,,,,,,,,,Nvec_v1g98476;Xboc_model_2562,1.8824812557395504e-48,0.001863787928130152,Nvec_v1g155941;Xboc_model_12651,0.006677038273813742,3.608294529253197e-05,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE12339;Xboc_model_7196,0.0027017312811506216,0.0064501591747413035,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g237519;Xboc_model_8939,1.4185817228832998e-51,1.790098929806032e-27
,,,,,,,,,,,,Nvec_v1g190019;Xboc_model_9965,8.189088861565475e-05,1.3637429210934938e-16,,,,Nvec_v1g244220;Xboc_model_3122,0.00022506868244998447,3.865586587494576e-13,Nvec_v1g199428;Xboc_model_3802,8.995965831470935e-10,0.00015345564563535138,,,,,,,,,,Nvec_v1g243086;Xboc_model_14026,3.6224726180593337e-09,1.588241279388913e-13,Nvec_v1g200103;Xboc_model_6377,1.5421167244004092e-15,2.8714304411662327e-06,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g244812;Xboc_model_14073,5.062977443441433e-05,0.008076768932639304,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g237086;Xboc_model_8864,5.708705637379385e-46,6.8578917703014766e-12
,,,,,,,,,,,,Nvec_v1g117697;Xboc_model_765,1.1989811727191866e-05,0.004227568209025072,,,,Nvec_v1g80596;Xboc_model_3471,0.0016765458084819957,2.0297186317762427e-07,Nvec_v1g229125;Xboc_model_12910,8.240855463373271e-05,0.00015429704646306757,,,,,,,,,,Nvec_v1g185681;Xboc_model_5791,3.8195923416792076e-08,8.579774878697847e-16,Nvec_v1g173281;Xboc_model_12651,0.00016013314020205956,3.608294529253197e-05,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g239206;Xboc_model_890,0.0002684242595763471,0.007078462518128696,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE23244;Xboc_model_6526,7.810804393159805e-11,1.2610707302256616e-19
,,,,,,,,,,,,Nvec_v1g113255;Xboc_model_5858,0.007832320959359842,2.892597877629018e-20,,,,Nvec_v1g80630;Xboc_model_8560,3.5841949254985825e-05,6.153827615978531e-07,Nvec_v1g229125;Xboc_model_10349,8.240855463373271e-05,2.3742704574553795e-06,,,,,,,,,,Nvec_v1g166171;Xboc_model_8597,6.230039032396641e-06,4.9167551798400835e-32,Nvec_NVE18540;Xboc_model_918,4.003125481489409e-05,5.160034602425447e-09,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g82599;Xboc_model_7196,0.0017505651830184222,0.0064501591747413035,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g244001;Xboc_model_11465,2.2216175407997448e-41,1.721504424206771e-26
,,,,,,,,,,,,Nvec_v1g107193;Xboc_model_10366,0.008343711286181481,5.986074525064023e-21,,,,Nvec_v1g243086;Xboc_model_14026,8.740889002180686e-45,1.588241279388913e-13,Nvec_v1g105779;Xboc_model_3312,4.6745460784266255e-06,7.820818334740014e-13,,,,,,,,,,Nvec_v1g169502;Xboc_model_214,1.0815060167989901e-16,0.007863395628110705,Nvec_v1g240738;Xboc_model_9374,0.00017689626014066997,0.0013717160783153295,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g216329;Xboc_model_7196,0.00827953488741622,0.0064501591747413035,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g160446;Xboc_model_4733,7.621836831982025e-53,4.1150090770190846e-25
,,,,,,,,,,,,Nvec_v1g190019;Xboc_model_765,8.189088861565475e-05,0.004227568209025072,,,,Nvec_v1g166171;Xboc_model_8597,1.5839050334285058e-11,4.9167551798400835e-32,Nvec_v1g229125;Xboc_model_3802,8.240855463373271e-05,0.00015345564563535138,,,,,,,,,,Nvec_v1g169568;Xboc_model_10493,5.727430183541637e-06,7.551719683373042e-06,Nvec_v1g163601;Xboc_model_10896,6.873723582506134e-06,0.000244853895617367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g247215;Xboc_model_12658,6.826854413490074e-14,1.395980679532088e-80
,,,,,,,,,,,,Nvec_v1g113255;Xboc_model_4664,0.007832320959359842,1.754287794688892e-21,,,,Nvec_v1g80596;Xboc_model_5689,0.0016765458084819957,6.043363759954734e-06,Nvec_v1g124772;Xboc_model_7316,2.499068980273192e-06,0.00985278027454316,,,,,,,,,,Nvec_v1g181209;Xboc_model_2562,8.603404827097574e-08,0.001863787928130152,Nvec_v1g88915;Xboc_model_6377,0.0014090753970623787,2.8714304411662327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g236625;Xboc_model_6897,2.2717578068247597e-29,3.2526195121831026e-32
,,,,,,,,,,,,Nvec_v1g86861;Xboc_model_10023,0.0033262489367515452,7.003868125823422e-07,,,,Nvec_v1g104083;Xboc_model_10412,2.469431785300363e-09,1.14700296243122e-18,Nvec_v1g124911;Xboc_model_7316,7.044215679154291e-06,0.00985278027454316,,,,,,,,,,Nvec_v1g229475;Xboc_model_3919,1.7722798374136798e-05,1.578461499979818e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g239161;Xboc_model_2173,1.9899093584752106e-48,4.335246848991592e-15
,,,,,,,,,,,,Nvec_v1g212709;Xboc_model_12305,1.8115605267987191e-06,9.778293305023777e-05,,,,Nvec_NVE25571;Xboc_model_5556,3.8459627077408335e-172,0.0013240825120698848,Nvec_v1g25829;Xboc_model_10349,2.8633403110751537e-05,2.3742704574553795e-06,,,,,,,,,,Nvec_NVE25571;Xboc_model_5556,8.045559069369906e-10,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g189003;Xboc_model_72,9.015286649114204e-08,7.208578832812358e-33
,,,,,,,,,,,,Nvec_v1g99833;Xboc_model_1112,6.879278567117262e-07,4.839537514402783e-07,,,,Nvec_v1g229475;Xboc_model_3919,5.0598488126691746e-15,1.578461499979818e-09,Nvec_v1g85345;Xboc_model_12910,0.00017790410775928906,0.00015429704646306757,,,,,,,,,,Nvec_v1g175341;Xboc_model_5556,4.427976437691529e-12,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g240098;Xboc_model_6046,4.487227087286507e-47,3.37855864521353e-12
,,,,,,,,,,,,Nvec_v1g234533;Xboc_model_6180,0.005405102821831009,7.763685960707376e-19,,,,Nvec_v1g169568;Xboc_model_10493,1.8284303766604242e-10,7.551719683373042e-06,Nvec_v1g108942;Xboc_model_12910,3.446126213377277e-05,0.00015429704646306757,,,,,,,,,,Nvec_v1g237552;Xboc_model_5556,0.0007011024663905347,0.0013240825120698848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g204676;Xboc_model_826,1.491041142357418e-19,1.4057766359072304e-24
,,,,,,,,,,,,Nvec_v1g61368;Xboc_model_13035,5.317793387954371e-05,0.0024575259662806066,,,,Nvec_v1g80596;Xboc_model_8560,0.0016765458084819957,6.153827615978531e-07,Nvec_v1g199428;Xboc_model_7316,8.995965831470935e-10,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g217764;Xboc_model_3404,2.2787309610979616e-05,5.461041467575923e-56
,,,,,,,,,,,,Nvec_v1g163601;Xboc_model_10896,4.484471247823179e-06,0.000244853895617367,,,,Nvec_v1g175347;Xboc_model_5556,2.0025404681152266e-30,0.0013240825120698848,Nvec_v1g85345;Xboc_model_10349,0.00017790410775928906,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g237586;Xboc_model_4701,0.0036856236773528278,1.4170659007021752e-45
,,,,,,,,,,,,Nvec_v1g129869;Xboc_model_12305,0.0005529529577361387,9.778293305023777e-05,,,,Nvec_v1g204676;Xboc_model_826,6.462502798984287e-25,3.8751522289510356e-05,Nvec_v1g108942;Xboc_model_10349,3.446126213377277e-05,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g226223;Xboc_model_7063,1.663901088948911e-44,6.073810414063916e-06
,,,,,,,,,,,,,,,,,,Nvec_v1g241557;Xboc_model_3471,0.0088388503032089,2.0297186317762427e-07,Nvec_v1g85345;Xboc_model_3802,0.00017790410775928906,0.00015345564563535138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g235818;Xboc_model_10315,1.8693185880376455e-05,3.562019158878157e-21
,,,,,,,,,,,,,,,,,,Nvec_v1g98476;Xboc_model_2562,2.0197077061097095e-22,0.001863787928130152,Nvec_v1g108942;Xboc_model_3802,3.446126213377277e-05,0.00015345564563535138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_NVE18204;Xboc_model_3404,0.008858437026878776,5.461041467575923e-56
,,,,,,,,,,,,,,,,,,Nvec_v1g169502;Xboc_model_214,3.954982800999116e-28,0.007863395628110705,Nvec_v1g2158;Xboc_model_3810,0.0004062323548681199,5.093817802238794e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g240738;Xboc_model_9374,1.8775467959346255e-79,0.00021714516280386335
,,,,,,,,,,,,,,,,,,Nvec_v1g236625;Xboc_model_13318,7.695255759068415e-05,0.009928504313873732,Nvec_v1g229125;Xboc_model_7316,8.240855463373271e-05,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g169568;Xboc_model_10493,6.728449161333883e-38,2.7234128726566902e-05
,,,,,,,,,,,,,,,,,,Nvec_v1g208427;Xboc_model_5556,1.0420674331730334e-18,0.0013240825120698848,Nvec_v1g140545;Xboc_model_12910,0.0005814044364887051,0.00015429704646306757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g239511;Xboc_model_510,1.0131327577336378e-18,3.39690839634945e-31
,,,,,,,,,,,,,,,,,,Nvec_v1g123261;Xboc_model_5556,0.00022831150009995513,0.0013240825120698848,Nvec_v1g85345;Xboc_model_7316,0.00017790410775928906,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g188356;Xboc_model_9169,4.149877337255574e-07,1.2283046346828312e-12
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g108942;Xboc_model_7316,3.446126213377277e-05,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g194342;Xboc_model_7926,4.375126473470004e-09,2.698534911897053e-11
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g140545;Xboc_model_10349,0.0005814044364887051,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g155941;Xboc_model_12651,1.7688611932737e-30,0.006915001136628772
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g140545;Xboc_model_3802,0.0005814044364887051,0.00015345564563535138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g189485;Xboc_model_6180,1.891499429498785e-13,2.5420754414989497e-14
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g105779;Xboc_model_12910,4.6745460784266255e-06,0.00015429704646306757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g162182;Xboc_model_9285,1.2118562193826984e-41,0.0008580535887555688
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g105779;Xboc_model_10349,4.6745460784266255e-06,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g124889;Xboc_model_3449,5.79877115684198e-13,0.003217666289437854
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g105779;Xboc_model_3802,4.6745460784266255e-06,0.00015345564563535138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g109201;Xboc_model_12600,1.0178985020338476e-17,0.004594465394812061
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g140545;Xboc_model_7316,0.0005814044364887051,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g230864;Xboc_model_1540,2.4994793185640595e-07,1.809294013539271e-14
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_3298,0.0004062323548681199,1.4726508432856957e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g243086;Xboc_model_14026,0.006338560003737214,1.8484602923842526e-25
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g105779;Xboc_model_7316,4.6745460784266255e-06,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g235000;Xboc_model_13686,0.008104448365192031,1.777820242566599e-12
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_3312,0.0004062323548681199,7.820818334740014e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g230667;Xboc_model_14233,0.004996807291644469,0.0008746794391860346
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_12910,0.0004062323548681199,0.00015429704646306757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g173281;Xboc_model_12651,1.3456784472925495e-05,0.006915001136628772
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_10349,0.0004062323548681199,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g233881;Xboc_model_6180,0.004813410775097814,2.5420754414989497e-14
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_3802,0.0004062323548681199,0.00015345564563535138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g185681;Xboc_model_5791,0.0009488787648580022,0.004325505150830335
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g2158;Xboc_model_7316,0.0004062323548681199,0.00985278027454316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nvec_v1g219557;Xboc_model_12651,0.004644273281289505,0.006915001136628772
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g170524;Xboc_model_3810,0.00864764123715404,5.093817802238794e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g170524;Xboc_model_3298,0.00864764123715404,1.4726508432856957e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g170524;Xboc_model_3312,0.00864764123715404,7.820818334740014e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g170524;Xboc_model_12910,0.00864764123715404,0.00015429704646306757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Nvec_v1g170524;Xboc_model_10349,0.00864764123715404,2.3742704574553795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
